Time,Psi_deg,Psi_err_deg,CTE_m,Surge_u,Sway_v,Yaw_Rate_r_deg,Yaw_Torque_TN,Roll_phi_deg,Roll_Rate_p_deg,Mode,Obs_MinDist_m
30.850000000000303,-28.97928060097253,-0.9271775559349043,0.18417985962563038,1.0502793612658674,0.1340091581988535,-4.0870051163580845,41.25721584802393,-1.9570241929691083,114.25388300462005,LMPC_AVOID,0.32558645992234325
30.900000000000304,-29.18351166397161,-0.8271381041701432,0.16606764988108882,1.0590803604400412,0.13314112889706503,-3.9848140363052758,42.31038820631581,3.7556699572618943,113.48393349381435,LMPC_AVOID,0.34967924165468844
30.950000000000305,-29.382324485639998,-0.7253971846355483,0.14715098811111071,1.0673533459843743,0.13226507782165994,-3.880534762950195,43.374727261059476,9.429866631952612,108.83919655074652,LMPC_AVOID,0.37667143327787533
31.000000000000306,-29.57372931922419,-0.6213940948604533,0.12792378992298506,1.0741570517000971,0.13137767885105525,-3.7739503460036463,44.466252575291676,14.87182645948994,100.3704530011663,LMPC_AVOID,0.4062166841151018
31.050000000000306,-29.756105922586194,-0.5148955239864458,0.10832583367471325,1.079001626119432,0.13047360322730844,-3.6646336307984275,45.58226316796694,19.890349109548254,88.29184147018186,LMPC_AVOID,0.4379776354215482
31.100000000000307,-29.928407000093948,-0.40715602928560723,0.08835576391698632,1.0820910443506584,0.12954665970756454,-3.55209861177508,46.65995334201378,24.30494118305735,72.96241631641527,LMPC_AVOID,0.47163749821894907
31.150000000000308,-30.090270412162493,-0.29600816146813347,0.06804998448590294,1.0834898005027975,0.12859135066571137,-3.4361012968506355,47.77771431869059,27.95306199887811,54.855290745706235,LMPC_AVOID,0.5069186003263425
31.20000000000031,-30.242031306223236,-0.18372509829233047,0.04795560521865886,1.0838797723795066,0.12760267853925286,-3.3162113738927386,48.834291753886504,29.999999999999996,34.52221131819418,LMPC_AVOID,0.5435836588773372
31.25000000000031,-30.385627470928732,-0.06842030756621001,0.027183488324675497,1.084288118477851,0.12657719390464034,-3.192423236619221,49.903692145250474,29.999999999999996,12.96863563138853,LMPC_AVOID,0.5814826454526745
31.30000000000031,-30.52386345205592,0.048821357912135314,0.006331900017948326,1.0847150376286865,0.12551366416640905,-3.064694927804553,69.22155407029575,29.999999999999996,-8.592285030581863,LMPC_AVOID,0.6205413152810196
31.35000000000031,-30.656568635172334,0.19565227659360065,-0.014593806327230839,1.0851607035713435,0.12441085072362174,-2.8807453241483802,69.85587094157616,29.5703857484709,-30.160733221315326,LMPC_AVOID,0.6606088533722286
31.40000000000031,-30.781845064049868,0.3449294165891825,-0.03556854169535206,1.085633807901838,0.12323467173992969,-2.6937707301866367,70.50568510053446,28.062349087405135,-51.491433626076756,LMPC_AVOID,0.7015753497365828
31.450000000000312,-30.900699103407213,0.8087499178117896,-0.05653711686026677,1.0861341299758545,0.12198570921001449,-2.503762376499219,83.43501240916406,25.4877774061013,-71.8169838198708,LMPC_AVOID,0.7433736191864789
31.500000000000313,-31.013703551760454,0.9786487967003356,-0.07738178683150598,1.0866613838807893,0.12066446116726894,-2.2755811861899535,83.76052584763984,21.89692821510776,-90.47502731912276,LMPC_AVOID,0.78594056744418
31.550000000000313,-31.119274162999588,1.1500067899965563,-0.09813009687866822,1.0872207917278265,0.11924922963624582,-2.045196812210454,84.08630022217349,17.373176849151623,-106.79976194490773,LMPC_AVOID,0.8292108870826411
31.600000000000314,-31.216868932237574,1.3202988009742016,-0.11879129924021116,1.087811646190699,0.11774167242670705,-1.8126863455291382,84.31530009480917,12.033188751906234,-120.13200120146026,LMPC_AVOID,0.8731134118409316
31.650000000000315,-31.305511741947807,1.491670465483436,-0.13938437818121233,1.0884331374343315,0.11614334798639656,-1.5784094248707672,84.5418556613958,6.026588691833222,-129.85883208817762,LMPC_AVOID,0.9175688662946049
31.700000000000315,-31.383996041906283,1.6614648320574918,-0.1604609729928725,1.0890843128631822,0.114455893079154,-1.3424610833328303,84.6642412129775,-0.4663529125756599,-135.51024717564727,LMPC_AVOID,0.9624906893596983
31.750000000000316,-31.451116872643052,1.8321261537906557,-0.1810474409593275,1.0897641226536507,0.11268084946429101,-1.1052320294524298,84.78937568156479,-7.241865271358024,-136.78601035142822,LMPC_AVOID,1.0077885399015492
31.800000000000317,-31.505937644425686,2.0014064952796544,-0.20171832783605712,1.0904713793031189,0.11081985024284231,-0.8668116976066669,84.83144417527288,-14.081165788929434,-133.49951606377385,LMPC_AVOID,1.0533740297144902
31.850000000000318,-31.547975933308333,2.1713403400162803,-0.22253956571558797,1.0912048082029338,0.108874423190359,-0.627539081975728,84.87982428601555,-20.756141592118126,-125.67654387041503,LMPC_AVOID,1.0991675366658615
31.90000000000032,-31.577316436093554,2.339471861019715,-0.24355853409496273,1.0919630154805902,0.106846148847805,-0.3875012211662159,84.84045930546849,-27.03996878563888,-113.55490830783911,LMPC_AVOID,1.145104706595728
31.95000000000032,-31.594573601663402,2.5069660097395046,-0.2647896155480435,1.0927445300132725,0.10473649646368073,-0.1470578172986506,84.76912486183751,-29.999999999999996,-97.55612312810435,LMPC_AVOID,1.19114120661325
32.00000000000032,-31.600941391943696,2.6748727646665538,-0.28659719947486917,1.0935477695402054,0.10254699730265257,0.09358789845236454,84.71273960106929,-29.999999999999996,-79.80832035895722,LMPC_AVOID,1.237339099139113
32.05000000000032,-31.59688891706636,2.8407429345044792,-0.30786931443773435,1.0943710690539823,0.10027914085728017,0.334396172360265,84.57618082166101,-29.999999999999996,-62.07293851045471,LMPC_AVOID,1.28376977351667
32.100000000000314,-31.58240913805674,3.0071885335172768,-0.32913213116183115,1.095212707771195,0.09793426999340984,0.5752678865279854,84.46480504244107,-29.999999999999996,-44.34925706675711,LMPC_AVOID,1.3304178373177284
32.15000000000031,-31.557499307871005,3.171708536159173,-0.3509208926789728,1.0960709045305914,0.0955136205367462,0.8164406783463385,84.27371072006852,-29.999999999999996,-26.636554577770553,LMPC_AVOID,1.3772698837004178
32.20000000000031,-31.522146389464453,3.337104241706019,-0.37214173957706864,1.0969438638087508,0.09301810800407324,1.0578502050051217,84.11472433593164,-29.999999999999996,-8.934154076085756,LMPC_AVOID,1.4243142185691362
32.250000000000306,-31.476340131917812,3.5003659111745713,-0.39388519331356153,1.0978297369984868,0.09044852587577504,1.299750585958453,83.86250149374087,-29.999999999999996,8.758621596998823,LMPC_AVOID,1.4715406308836534
